CreatedAt,ID,ActualTweet,Source,Truncated,InReplyToStatusID,InReplyToUserID,InReplyToScreenName,UserID,GEO,Coordinates,PlaceID,PlaceURL,PlaceType,PlaceName,PlaceFullName,PlaceCountryCode,PlaceCountry,Contributors,RetweetCount,FavouriteCount,Hashtags,Symbols,URL,URLInTweetExpanded,Indices,MediaIndices,MediaURL,MediaURLShort,MediaType,UserMentionScreenName,UserMentionName,UserMentionID,Favourited,Retweeted,PossiblySensitive,Language
Mon Jul 07 09:40:59 +0000 2014,486082442747338752,Delhi: BPO executive found dead in drain  http://t.co/wgW6JXEwoj,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,7,1,,,http://t.co/wgW6JXEwoj,http://timesofindia.indiatimes.com/city/delhi/BPO-executive-found-dead-in-Chirag-Dilli-drain/articleshow/37920091.cms,64,,,,,,,,false,false,false,en
Mon Jul 07 09:36:41 +0000 2014,486081360092610560,RT @NBTDilli: The Railways is planning to generate 1 MW solar power at the New Delhi railway station by installing solar panels on the plat?,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,64,0,,,,,,,,,,NBTDilli,NBT Dilli,150220875,false,false,,en
Mon Jul 07 09:31:56 +0000 2014,486080163885494274,Train travellers pin great hopes on railway budget - http://t.co/r757YjDFoU,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,13,11,,,http://t.co/r757YjDFoU,http://timesofindia.indiatimes.com/rail-budget/Train-travellers-pin-great-hopes-on-railway-budget/articleshow/37946092.cms,75,,,,,,,,false,false,false,en
Mon Jul 07 09:01:56 +0000 2014,486072613504942082,#RailBudget 2014: Sadananda Gowda may tap external funding for railway projects through PPP model http://t.co/82WH1I6Sy7,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",false,,,,134758540,,,,,,,,,,,16,10,RailBudget,,http://t.co/82WH1I6Sy7,http://timesofindia.indiatimes.com/budget-2014/railway-budget-2014/Rail-Budget-2014-Sadananda-Gowda-may-tap-external-funding-for-railway-projects-through-PPP-model/articleshow/37950921.cms,120,,,,,,,,false,false,false,en
Mon Jul 07 08:50:06 +0000 2014,486069634378907649,Oppo Find 7 review: Close to perfection http://t.co/zN5EpiThf4,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,8,5,,,http://t.co/zN5EpiThf4,http://timesofindia.indiatimes.com/tech/reviews/Oppo-Find-7-review-Close-to-perfection/articleshow/37948865.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,62,,,,,,,,false,false,false,en
Mon Jul 07 08:28:52 +0000 2014,486064293272510464,Pallavi Purkayastha case: Convicted guard Sajjad Ahmed Mughal alias Sajjad Pathan sentenced to life imprisonment http://t.co/DqyVSDVUhn,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,25,18,,,,,,135,http://pbs.twimg.com/media/Br7Y5USCQAAK_iO.jpg,http://t.co/DqyVSDVUhn,photo,,,,false,false,false,es
Mon Jul 07 08:11:39 +0000 2014,486059957444300803,"Today's toon by Ninan ;-)

#Budget2014 http://t.co/ukRqwh4R8z","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,47,37,Budget2014,,,,,61,http://pbs.twimg.com/media/Br7U9D1CUAEfSPp.jpg,http://t.co/ukRqwh4R8z,photo,,,,false,false,false,en
Mon Jul 07 08:06:48 +0000 2014,486058737245757442,RT @toi_tech: Can the Oppo Find 7 challenge flagships from leading brands? Read our review to find out - http://t.co/2upTCIoU6z http://t.co?,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,16,0,,,http://t.co/2upTCIoU6z,http://timesofindia.indiatimes.com/tech/reviews/Oppo-Find-7-review-Close-to-perfection/articleshow/37948865.cms,127,140,http://pbs.twimg.com/media/Br7SNvcCEAAQ56k.jpg,http://t.co/POlyvPrOtR,photo,toi_tech,TOI Tech,172293284,false,false,false,en
Mon Jul 07 08:00:05 +0000 2014,486057050116349952,Top 10 users of H-1B visas at a glance http://t.co/RxRnAHooKw,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,8,11,,,http://t.co/RxRnAHooKw,http://timesofindia.indiatimes.com/tech/tech-news/Top-10-users-of-H-1B-visas-at-a-glance/articleshow/37947367.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,61,,,,,,,,false,false,false,en
Mon Jul 07 07:58:08 +0000 2014,486056558350979072,SA Aiyar's blog: Why budget? Corporatize the railways instead http://t.co/BlTTJHzSIp #RailBudget2014,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,8,6,RailBudget2014,,http://t.co/BlTTJHzSIp,http://blogs.timesofindia.indiatimes.com/Swaminomics/why-budget-corporatize-the-railways-instead/,84,,,,,,,,false,false,false,en
Mon Jul 07 07:50:07 +0000 2014,486054541821898754,Onion politics may bring tears to Modi govt?s eyes  http://t.co/RhQPaQisSn,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,34,15,,,http://t.co/RhQPaQisSn,http://timesofindia.indiatimes.com/budget-2014/politics-of-budget/Maharashtra-onion-politics-may-bring-tears-to-Modi-govts-eyes/articleshow/37949878.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,74,,,,,,,,false,false,false,en
Mon Jul 07 07:50:03 +0000 2014,486054524843347968,"Countdown to Union #Budget2014: Stop flight of startups to US, Singapore, IT industry tells finance minister http://t.co/JPymaq7tOD","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,15,7,Budget2014,,http://t.co/JPymaq7tOD,http://timesofindia.indiatimes.com/budget-2014/pre-budget-2014/Countdown-to-Union-Budget-2014-Stop-flight-of-startups-to-US-Singapore-IT-industry-tells-finance-minister/articleshow/37932388.cms,131,,,,,,,,false,false,false,en
Mon Jul 07 07:40:14 +0000 2014,486052053609758720,Train travellers pin great hopes on railway #budget2014  http://t.co/yr2lfemMKL http://t.co/7ncFtjNm0i,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,20,13,budget2014,,http://t.co/yr2lfemMKL,http://timesofindia.indiatimes.com/budget-2014/railway-budget-2014/Train-travellers-pin-great-hopes-on-railway-budget/articleshow/37946092.cms,79,102,http://pbs.twimg.com/media/Br7D0RECEAAQEIK.jpg,http://t.co/7ncFtjNm0i,photo,,,,false,false,false,en
Mon Jul 07 07:31:06 +0000 2014,486049755479277569,"RT @TOIEntertain: Shah Rukh and Salman Khan hug again after a year
http://t.co/LyoKBa9zvA http://t.co/wcCCdIUS9W","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,125,0,,,http://t.co/LyoKBa9zvA,http://timesofindia.indiatimes.com/entertainment/hindi/bollywood/-5-things-to-look-out-for-in-Aditya-and-Ranis-Iftar-party/photostory/37938289.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=TOIEntertain1,89,112,http://pbs.twimg.com/media/Br6ea6eCUAIwKbr.jpg,http://t.co/wcCCdIUS9W,photo,TOIEntertain,TOI Entertainment,30857481,false,false,false,en
Mon Jul 07 07:30:03 +0000 2014,486049490843865088,#SpiceJet seeks nod for non-refundable fares  http://t.co/bvc1ujJhqC http://t.co/dDFACGuWPU,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,18,7,SpiceJet,,http://t.co/bvc1ujJhqC,http://timesofindia.indiatimes.com/business/india-business/SpiceJet-seeks-nod-for-non-refundable-fares/articleshow/37930832.cms,68,91,http://pbs.twimg.com/media/Br7DdasCUAEpNT0.jpg,http://t.co/dDFACGuWPU,photo,,,,false,false,false,en
Mon Jul 07 07:25:05 +0000 2014,486048238835744768,Video news: All in one minute @ 10am http://t.co/U8Z6HBycqi,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,4,3,,,http://t.co/U8Z6HBycqi,http://timesofindia.indiatimes.com/videoshow/37942256.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,59,,,,,,,,false,false,false,en
Mon Jul 07 07:20:08 +0000 2014,486046994092154881,Arun Jaitley or Rajnath Singh: Who's No.2 in Narendra Modi's govt?  http://t.co/pJy4pu06Hh,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,11,6,,,http://t.co/pJy4pu06Hh,http://timesofindia.indiatimes.com/india/Arun-Jaitley-or-Rajnath-Singh-Whos-No-2-in-Narendra-Modis-government/articleshow/37948567.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,90,,,,,,,,false,false,false,et
Mon Jul 07 07:13:49 +0000 2014,486045404492857345,.@RadVaz's blog: A necessary option - Sex education in schools is about how to do it responsibly http://t.co/J0dbRBfKFD,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,7,7,,,http://t.co/J0dbRBfKFD,http://blogs.timesofindia.indiatimes.com/read-it-and-weep/a-necessary-option/,119,,,,,radvaz,radhika vaz,71602748,false,false,false,en
Mon Jul 07 07:10:11 +0000 2014,486044492118499331,Big ask from Arun Jaitley's first Budget http://t.co/5g0n6OFu2W http://t.co/tBhwVjCpcc,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,11,12,,,http://t.co/5g0n6OFu2W,http://timesofindia.indiatimes.com/budget-2014/union-budget-2014/Big-ask-from-Arun-Jaitleys-first-Budget/articleshow/37931723.cms,63,86,http://pbs.twimg.com/media/Br7DPKvCIAE7J7v.jpg,http://t.co/tBhwVjCpcc,photo,,,,false,false,false,en
Mon Jul 07 07:07:32 +0000 2014,486043823609360387,.@MirzaSania enters top-5 for first time in her career http://t.co/8biffHOC3l http://t.co/h3XIzFb2MD,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,87,79,,,http://t.co/8biffHOC3l,http://timesofindia.indiatimes.com/sports/tennis/top-stories/Sania-Mirza-enters-top-5-for-first-time-in-her-career/articleshow/37947942.cms,77,100,http://pbs.twimg.com/media/Br7GR7NCcAADzmV.jpg,http://t.co/h3XIzFb2MD,photo,MirzaSania,Sania Mirza,87174678,false,false,false,en
Mon Jul 07 07:00:07 +0000 2014,486041955688673280,"Filing tax returns has become simpler but many still find it cumbersome 

Here's your step-by-step guide:  http://t.co/Yp4vKZchcQ","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,32,34,,,http://t.co/Yp4vKZchcQ,http://timesofindia.indiatimes.com/business/india-business/Smart-ways-to-file-tax-returns/articleshow/37934797.cms,129,,,,,,,,false,false,false,en
Mon Jul 07 06:53:07 +0000 2014,486040197004419072,How to deal with a huge deficit and big expenses http://t.co/3TVAohttoh,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,7,5,,,http://t.co/3TVAohttoh,http://timesofindia.indiatimes.com/budget-2014/pre-budget-2014/How-to-deal-with-a-huge-deficit-and-big-expenses/articleshow/37935250.cms,71,,,,,,,,false,false,false,en
Mon Jul 07 06:45:11 +0000 2014,486038200062705664,H-1B visas: Backlash stirs in US against foreign workers http://t.co/WqbPjdHstF,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,16,5,,,http://t.co/WqbPjdHstF,http://timesofindia.indiatimes.com/tech/tech-news/Backlash-stirs-in-US-against-H-1B-visas/articleshow/37946545.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,79,,,,,,,,false,false,false,en
Mon Jul 07 06:25:05 +0000 2014,486033141803384833,"Fatwas have no legal sanction, Supreme Court says http://t.co/rdSxe4Iru7","<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,39,15,,,http://t.co/rdSxe4Iru7,http://timesofindia.indiatimes.com/india/Fatwas-have-no-legal-sanction-Supreme-Court-says/articleshow/37946417.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,72,,,,,,,,false,false,false,en
Mon Jul 07 06:20:04 +0000 2014,486031880416792576,Major General axed for touching junior http://t.co/WimDRM4MA7,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,11,4,,,http://t.co/WimDRM4MA7,http://timesofindia.indiatimes.com/city/mumbai/Major-General-removed-for-using-physical-touch-to-cleanse-soul/articleshow/37918132.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,61,,,,,,,,false,false,false,en
Mon Jul 07 06:19:31 +0000 2014,486031741086220288,RT @TOIBlogs: Team TOI: Around the world in photos http://t.co/EQXbi44yyF http://t.co/BOsN3JBgvW,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,20,0,,,http://t.co/EQXbi44yyF,http://blogs.timesofindia.indiatimes.com/the-photo-blog/around-the-world-in-photos-june-29-july-05/,73,96,http://pbs.twimg.com/media/Br6laWJCIAAf0QH.jpg,http://t.co/BOsN3JBgvW,photo,TOIBlogs,TOIBlogs,161205886,false,false,false,en
Mon Jul 07 06:19:28 +0000 2014,486031726099976192,"RT @TOIBlogs: Shobhan Saxena's blog: As hosts, the Brazilians have already won http://t.co/wHfpbpOCnQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,3,0,,,http://t.co/wHfpbpOCnQ,http://blogs.timesofindia.indiatimes.com/Main-Street/as-hosts-the-brazilians-have-already-won/,101,,,,,TOIBlogs,TOIBlogs,161205886,false,false,false,en
Mon Jul 07 06:19:16 +0000 2014,486031676728807424,"RT @TOIBlogs: #WimbledonFinal Roger Federer is far from being done, writes Rudroneel Ghosh http://t.co/YSE269ss2U http://t.co/qYT8B09n0v","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,45,0,WimbledonFinal,,http://t.co/YSE269ss2U,http://blogs.timesofindia.indiatimes.com/talkingturkey/wimbledon-final-roger-federer-is-far-from-being-done/,113,136,http://pbs.twimg.com/media/Br666O4CYAEQrwD.jpg,http://t.co/qYT8B09n0v,photo,TOIBlogs,TOIBlogs,161205886,false,false,false,en
Mon Jul 07 06:18:25 +0000 2014,486031465218449410,SC refuses to stay Centre's decision to appoint Lt Gen Dalbir Singh Suhag as next Army Chief.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,13,7,,,,,,,,,,,,,false,false,,en
Mon Jul 07 06:15:30 +0000 2014,486030728505741312,"RT @TOIIndiaNews: Jayalalithaa writes to Modi, says Katchatheevu is not a settled issue http://t.co/8nZ8KdTWhe","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,9,0,,,http://t.co/8nZ8KdTWhe,http://timesofindia.indiatimes.com/india/Jayalalithaa-writes-to-Modi-says-Katchatheevu-is-not-a-settled-issue/articleshow/37944303.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=TOIIndiaNews,110,,,,,TOIIndiaNews,TOI India,29958928,false,false,false,en
Mon Jul 07 06:10:11 +0000 2014,486029390057189378,3 out of 10 in India are poor: Rangarajan panel http://t.co/J5rfq88lDG http://t.co/gQXYObvMV9,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,39,15,,,http://t.co/J5rfq88lDG,http://timesofindia.indiatimes.com/india/3-out-of-10-in-India-are-poor-Rangarajan-panel/articleshow/37913421.cms,70,93,http://pbs.twimg.com/media/Br6sBWOCYAAKI8N.jpg,http://t.co/gQXYObvMV9,photo,,,,false,false,false,in
Mon Jul 07 06:05:09 +0000 2014,486028125591982082,"Those spending Rs 32 in villages, Rs 47 in cities not poor: Panel http://t.co/LVJjKacTFC http://t.co/ktPTvwacqi","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,52,23,,,http://t.co/LVJjKacTFC,http://timesofindia.indiatimes.com/india/Those-spending-Rs-32-in-villages-Rs-47-in-cities-not-poor-Panel/articleshow/37920441.cms,88,111,http://pbs.twimg.com/media/Br6r1XaCUAEsgCc.jpg,http://t.co/ktPTvwacqi,photo,,,,false,false,false,en
Mon Jul 07 06:05:06 +0000 2014,486028112140849154,22-year-old woman gang-raped in Muzaffarnagar http://t.co/Q5mhZ4enoP,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,20,11,,,http://t.co/Q5mhZ4enoP,http://timesofindia.indiatimes.com/india/22-year-old-woman-gang-raped-in-Muzaffarnagar/articleshow/37945661.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,68,,,,,,,,false,false,false,en
Mon Jul 07 06:00:17 +0000 2014,486026900859392001,Centre wants NH-8 traffic challan money from cops http://t.co/COpIt2pT5a http://t.co/zFQQgSV8D3,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,21,9,,,http://t.co/COpIt2pT5a,http://timesofindia.indiatimes.com/india/Centre-wants-NH-8-traffic-challan-money-from-cops/articleshow/37924199.cms,72,95,http://pbs.twimg.com/media/Br6rtwfCQAIPDtj.jpg,http://t.co/zFQQgSV8D3,photo,,,,false,false,false,en
Mon Jul 07 05:57:20 +0000 2014,486026157494501376,"Roger Federer: No storybook finish at Wimbledon, but hope for more chapters http://t.co/lkTTmDyGfp #FederervsDjokovic http://t.co/jsYtiHhSnC","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,44,39,FederervsDjokovic,,http://t.co/lkTTmDyGfp,http://timesofindia.indiatimes.com/sports/tennis/wimbledon-2014/top-stories/Roger-Federer-No-Storybook-Finish-at-Wimbledon-but-Hope-for-More-Chapters/articleshow/37943948.cms,98,140,http://pbs.twimg.com/media/Br62NplCAAEgA5W.jpg,http://t.co/jsYtiHhSnC,photo,,,,false,false,false,en
Mon Jul 07 05:55:12 +0000 2014,486025619197550592,"Jump in dowry arrests, not many convicted http://t.co/WyTYUS3l5k http://t.co/jdbwUywgui","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,16,7,,,http://t.co/WyTYUS3l5k,http://timesofindia.indiatimes.com/india/Jump-in-dowry-arrests-not-many-convicted/articleshow/37928293.cms,64,87,http://pbs.twimg.com/media/Br6rjb3CYAACx7c.jpg,http://t.co/jdbwUywgui,photo,,,,false,false,false,en
Mon Jul 07 05:55:07 +0000 2014,486025600860053504,"Are new, costly vaccines needed? http://t.co/M1cPN0ogoJ http://t.co/1E6tc95ZZh","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,6,3,,,http://t.co/M1cPN0ogoJ,http://timesofindia.indiatimes.com/india/Are-new-costly-vaccines-needed/articleshow/37930814.cms,55,78,http://pbs.twimg.com/media/Br6rdGDCYAAN06B.jpg,http://t.co/1E6tc95ZZh,photo,,,,false,false,false,en
Mon Jul 07 05:54:08 +0000 2014,486025353236709376,"Budget session: Lok Sabha adjourned till noon.

#Budget2014","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,15,3,Budget2014,,,,,,,,,,,,false,false,,en
Mon Jul 07 05:51:19 +0000 2014,486024641735966722,"Budget session: Ruckus in Lok Sabha over price rise 

#Budget2014","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,8,7,Budget2014,,,,,,,,,,,,false,false,,en
Mon Jul 07 05:50:27 +0000 2014,486024424051572736,Vehicles may soon need fitness tests every year http://t.co/wTqXmk49B6,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,16,8,,,http://t.co/wTqXmk49B6,http://timesofindia.indiatimes.com/city/pune/Vehicles-may-soon-need-fitness-tests-every-year/articleshow/37931484.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,70,,,,,,,,false,false,false,en
Mon Jul 07 05:50:10 +0000 2014,486024352115093504,1.4 million Indian children aged 6-11 out of school: Unesco http://t.co/wSIvOFb46x http://t.co/5YrMM7024A,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,39,9,,,http://t.co/wSIvOFb46x,http://timesofindia.indiatimes.com/india/1-4-million-Indian-children-aged-6-11-out-of-school-Unesco/articleshow/37929697.cms,82,105,http://pbs.twimg.com/media/Br6rVmRCIAAu5Hx.jpg,http://t.co/5YrMM7024A,photo,,,,false,false,false,en
Mon Jul 07 05:45:05 +0000 2014,486023076409118720,"In a day, Bihar CM inaugurates 184 bridges, lays foundation of 41 http://t.co/PnYV0LEsKL http://t.co/vWcCIOAMHs","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,21,8,,,http://t.co/PnYV0LEsKL,http://timesofindia.indiatimes.com/india/In-a-day-Bihar-CM-inaugurates-184-bridges-lays-foundation-of-41/articleshow/37931912.cms,88,111,http://pbs.twimg.com/media/Br6rN_ICcAIfhFa.jpg,http://t.co/vWcCIOAMHs,photo,,,,false,false,false,en
Mon Jul 07 05:45:05 +0000 2014,486023072466489344,Govt's mega meet on river rejuvenation today http://t.co/DB1CEwCKb0,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,7,4,,,http://t.co/DB1CEwCKb0,http://timesofindia.indiatimes.com/india/Ganga-Manthan-today-to-discuss-river-cleaning-plan/articleshow/37928007.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,67,,,,,,,,false,false,false,en
Mon Jul 07 05:40:06 +0000 2014,486021819313303552,"Indians working in Iraq: Back home, future is still uncertain for these nurses http://t.co/00Se41kq3q http://t.co/AtXAxgYAN6","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,29,18,,,http://t.co/00Se41kq3q,http://timesofindia.indiatimes.com/india/Indians-working-in-Iraq-Back-home-future-is-still-uncertain-for-these-nurses/articleshow/37933943.cms,101,124,http://pbs.twimg.com/media/Br6rEOjCUAAEgqC.jpg,http://t.co/AtXAxgYAN6,photo,,,,false,false,false,en
Mon Jul 07 05:40:06 +0000 2014,486021818935808000,Roger Federer: No Storybook Finish at Wimbledon http://t.co/1GmdJIXtXm,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,13,5,,,http://t.co/1GmdJIXtXm,http://timesofindia.indiatimes.com/sports/tennis/wimbledon-2014/top-stories/Roger-Federer-No-Storybook-Finish-at-Wimbledon-but-Hope-for-More-Chapters/articleshow/37943948.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,70,,,,,,,,false,false,false,en
Mon Jul 07 05:35:07 +0000 2014,486020567242244096,"First day of Budget session: Govt ready to discuss any issue, Naidu says http://t.co/M31dYxxqDo","<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,6,3,,,http://t.co/M31dYxxqDo,http://timesofindia.indiatimes.com/First-day-of-Budget-session/liveblog/37941756.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,95,,,,,,,,false,false,false,en
Mon Jul 07 05:35:03 +0000 2014,486020548565024769,"CAG flays Sheila Dikshit-led govt in Delhi, says no facilities in illegal colonies http://t.co/StHFwUdDmF http://t.co/QZdQtt7NxT","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,33,12,,,http://t.co/StHFwUdDmF,http://timesofindia.indiatimes.com/india/CAG-flays-Sheila-Dikshit-led-govt-in-Delhi-says-no-facilities-in-illegal-colonies/articleshow/37933330.cms,105,128,http://pbs.twimg.com/media/Br6qphCCEAAzyr9.jpg,http://t.co/QZdQtt7NxT,photo,,,,false,false,false,en
Mon Jul 07 05:30:14 +0000 2014,486019335526182912,Lack of vaccine policy boon for private players http://t.co/8NO3JBh1yE,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,11,5,,,http://t.co/8NO3JBh1yE,http://timesofindia.indiatimes.com/india/Lack-of-vaccine-policy-boon-for-private-players/articleshow/37931064.cms,70,,,,,,,,false,false,false,en
Mon Jul 07 05:25:15 +0000 2014,486018081613807618,Gujarat governor Kamla Beniwal moved to Mizoram http://t.co/jyYxgJMlDM http://t.co/IR1yE9UDdl,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,13,6,,,http://t.co/jyYxgJMlDM,http://timesofindia.indiatimes.com/india/Gujarat-governor-Kamla-Beniwal-moved-to-Mizoram/articleshow/37929887.cms,70,93,http://pbs.twimg.com/media/Br6qds5CMAEF2Ck.jpg,http://t.co/IR1yE9UDdl,photo,,,,false,false,false,hr
Mon Jul 07 05:20:09 +0000 2014,486016799066972160,Delhi tops nation in property frauds http://t.co/J9RQEkGuY0 http://t.co/a76zWU1n54,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,40,21,,,http://t.co/J9RQEkGuY0,http://timesofindia.indiatimes.com/india/Delhi-tops-nation-in-property-frauds/articleshow/37928290.cms,59,82,http://pbs.twimg.com/media/Br6qTlOCEAAliay.jpg,http://t.co/a76zWU1n54,photo,,,,false,false,false,de
Mon Jul 07 05:15:15 +0000 2014,486015567283752961,No posse of mediapersons for PM @NarendraModi on foreign visits http://t.co/U8ff4nDD18 http://t.co/7GYhXcHNhC,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,44,36,,,http://t.co/U8ff4nDD18,http://timesofindia.indiatimes.com/india/No-posse-of-mediapersons-for-Modi-on-foreign-visits/articleshow/37928794.cms,86,109,http://pbs.twimg.com/media/Br6qMqgCEAAYkLG.jpg,http://t.co/7GYhXcHNhC,photo,narendramodi,Narendra Modi,18839785,false,false,false,en
