CreatedAt,ID,ActualTweet,Source,Truncated,InReplyToStatusID,InReplyToUserID,InReplyToScreenName,UserID,GEO,Coordinates,PlaceID,PlaceURL,PlaceType,PlaceName,PlaceFullName,PlaceCountryCode,PlaceCountry,Contributors,RetweetCount,FavouriteCount,Hashtags,Symbols,URL,URLInTweetExpanded,Indices,MediaIndices,MediaURL,MediaURLShort,MediaType,UserMentionScreenName,UserMentionName,UserMentionID,Favourited,Retweeted,PossiblySensitive,Language
Mon Jul 07 05:10:08 +0000 2014,486014278596452352,Is apology repentance enough for serious crime of rape threat? http://t.co/0go3zQPwP8 http://t.co/9ZZj4zkaX8,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,25,11,,,http://t.co/0go3zQPwP8,http://timesofindia.indiatimes.com/india/Is-apology-repentance-enough-for-serious-crime-of-rape-threat/articleshow/37928705.cms,85,108,http://pbs.twimg.com/media/Br6qFGGCcAEPmKX.jpg,http://t.co/9ZZj4zkaX8,photo,,,,false,false,false,en
Mon Jul 07 05:02:46 +0000 2014,486012426890915841,"Five-six more months may be needed to wrap up coal scam probe, says CBI http://t.co/jMhKQLYlPr","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,6,8,,,http://t.co/jMhKQLYlPr,http://timesofindia.indiatimes.com/india/Five-six-more-months-may-be-needed-to-wrap-up-coal-scam-probe-says-CBI/articleshow/37927828.cms,94,,,,,,,,false,false,false,en
Mon Jul 07 05:00:06 +0000 2014,486011752518144001,"Sensex hits 26,000 for the first time on Budget cues http://t.co/FKHNzdW2VR","<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,21,13,,,http://t.co/FKHNzdW2VR,http://timesofindia.indiatimes.com/business/india-business/Sensex-hits-26000-for-the-first-time-Nifty-too-at-new-peak/articleshow/37942961.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,75,,,,,,,,false,false,false,en
Mon Jul 07 04:30:04 +0000 2014,486004195401551874,India's lack of a vaccine policy is a boon for private players and that is not necessarily a good thing http://t.co/8NO3JBh1yE,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,21,9,,,http://t.co/8NO3JBh1yE,http://timesofindia.indiatimes.com/india/Lack-of-vaccine-policy-boon-for-private-players/articleshow/37931064.cms,126,,,,,,,,false,false,false,en
Mon Jul 07 04:20:15 +0000 2014,486001725896003585,Make Ganga users pay for clean-up: Activists http://t.co/iiaupuqZYT,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,18,9,,,http://t.co/iiaupuqZYT,http://timesofindia.indiatimes.com/india/Make-Ganga-users-pay-for-clean-up-Activists/articleshow/37930619.cms,67,,,,,,,,false,false,false,en
Mon Jul 07 04:10:12 +0000 2014,485999196705546240,"#Iraq crises: Another 2,200 Indians in non-conflict zones in southern Iraq want to come back http://t.co/vS6DcY9j5o","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,29,10,Iraq,,http://t.co/vS6DcY9j5o,http://timesofindia.indiatimes.com/india/2200-more-want-to-come-back-MEA/articleshow/37934500.cms,115,,,,,,,,false,false,false,en
Mon Jul 07 04:07:44 +0000 2014,485998576213196800,"Markets open at all time high ahead of the Budget session: Sensex hits record high at 26,087; Nifty at 7,788","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,23,13,,,,,,,,,,,,,false,false,,en
Mon Jul 07 03:50:15 +0000 2014,485994177142874115,"In a day, Bihar CM inaugurates 184 bridges, lays foundation of 41 http://t.co/PnYV0LEsKL","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,28,10,,,http://t.co/PnYV0LEsKL,http://timesofindia.indiatimes.com/india/In-a-day-Bihar-CM-inaugurates-184-bridges-lays-foundation-of-41/articleshow/37931912.cms,88,,,,,,,,false,false,false,en
Mon Jul 07 03:50:15 +0000 2014,485994176736018433,"Q&amp;A: Fakes abound for artists with less repertoire but high demand: says art authenticator, Samindranath Majumdar  http://t.co/c2v518hWFa","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,6,4,,,http://t.co/c2v518hWFa,http://blogs.timesofindia.indiatimes.com/mellowdrama/fakes-abound-for-artists-with-less-repertoire-but-high-demand/,141,,,,,,,,false,false,false,en
Mon Jul 07 03:40:02 +0000 2014,485991603773771777,Moradabad clashes: Centre seeks report from UP govt http://t.co/W1Ew5KM7Lg,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,10,5,,,http://t.co/W1Ew5KM7Lg,http://timesofindia.indiatimes.com/india/Moradabad-clashes-Centre-seeks-report-from-UP-govt/articleshow/37934413.cms,74,,,,,,,,false,false,false,en
Mon Jul 07 03:30:14 +0000 2014,485989137971806208,Opinion: Britain will do all it can to help release India?s immense potential - William Hague and George Osborne http://t.co/TyACyLnbxJ,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,16,13,,,http://t.co/TyACyLnbxJ,http://blogs.timesofindia.indiatimes.com/the-times-of-ideas/britain-will-do-all-it-can-to-help-release-indias-immense-potential/,135,,,,,,,,false,false,false,en
Mon Jul 07 03:27:01 +0000 2014,485988328739590144,This is the front page of our Mumbai edition. Read all the stories at http://t.co/FXVB6ebOXM http://t.co/ncJBOHy7tF,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,18,13,,,http://t.co/FXVB6ebOXM,http://www.timesofindia.com,92,115,http://pbs.twimg.com/media/Br6TztxCUAAwTyM.jpg,http://t.co/ncJBOHy7tF,photo,,,,false,false,false,en
Mon Jul 07 03:14:40 +0000 2014,485985218944192513,This is the front page of our Delhi edition today. Read all the stories at http://t.co/FXVB6ebOXM http://t.co/PbgqKpNNdY,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,11,4,,,http://t.co/FXVB6ebOXM,http://www.timesofindia.com,97,120,http://pbs.twimg.com/media/Br6Q-qnCUAEWSaR.jpg,http://t.co/PbgqKpNNdY,photo,,,,false,false,false,en
Mon Jul 07 02:55:10 +0000 2014,485980314271899649,"Opinion: For bipartisan spirit in Parliament, NDA government must institutionalize leader of opposition role - http://t.co/5I68urIwEs","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,9,6,,,http://t.co/5I68urIwEs,http://blogs.timesofindia.indiatimes.com/toi-edit/for-bipartisan-spirit-in-parliament-nda-government-must-institutionalize-leader-of-opposition-role/,133,,,,,,,,false,false,false,en
Mon Jul 07 02:45:47 +0000 2014,485977951784026112,Opinion: China kills Hollywood comedies ? now desi heroes can enter this space: http://t.co/FwX8skJfMr,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",false,,,,134758540,,,,,,,,,,,4,8,,,http://t.co/FwX8skJfMr,http://blogs.timesofindia.indiatimes.com/toi-edit/china-kills-hollywood-comedies-now-desi-heroes-can-enter-this-space/,102,,,,,,,,false,false,false,en
Mon Jul 07 01:50:08 +0000 2014,485963949259501569,Smart ways to file tax returns http://t.co/7A86Ehg795,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,21,30,,,http://t.co/7A86Ehg795,http://timesofindia.indiatimes.com/business/india-business/Smart-ways-to-file-tax-returnsfile-tax-returnsForm-26AStax-returns/articleshow/37934797.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,53,,,,,,,,false,false,false,en
Mon Jul 07 01:15:07 +0000 2014,485955135583948800,"In a day, Bihar CM inaugurates 184 bridges http://t.co/eFEZ2sK4f6","<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,29,14,,,http://t.co/eFEZ2sK4f6,http://timesofindia.indiatimes.com/india/In-a-day-Bihar-CM-inaugurates-184-bridges-lays-foundation-of-41/articleshow/37931912.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,65,,,,,,,,false,false,false,en
Mon Jul 07 01:10:05 +0000 2014,485953868375666688,Congress must move court if LoP status denied: Kamal Nath http://t.co/e3XvjDSPyi,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,14,10,,,http://t.co/e3XvjDSPyi,http://timesofindia.indiatimes.com/india/Congress-must-move-court-if-LoP-status-denied-Kamal-Nath/articleshow/37927900.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,80,,,,,,,,false,false,false,en
Mon Jul 07 01:05:05 +0000 2014,485952608952000512,Is apology repentance enough for serious crime of rape threat? http://t.co/wUkhwXgJns,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,16,14,,,http://t.co/wUkhwXgJns,http://timesofindia.indiatimes.com/india/Is-apology-repentance-enough-for-serious-crime-of-rape-threat/articleshow/37928705.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,85,,,,,,,,false,false,false,en
Mon Jul 07 01:00:05 +0000 2014,485951350174662656,1.4m Indian children aged 6-11 out of school: Unesco  http://t.co/4akDplpCRn,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,53,21,,,http://t.co/4akDplpCRn,http://timesofindia.indiatimes.com/india/1-4-million-Indian-children-aged-6-11-out-of-school-Unesco/articleshow/37929697.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,76,,,,,,,,false,false,false,en
Mon Jul 07 00:55:07 +0000 2014,485950102482071552,No facilities in Delhi?s illegal colonies: CAG http://t.co/PxfIV4Clem,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,21,7,,,http://t.co/PxfIV4Clem,http://timesofindia.indiatimes.com/india/CAG-flays-Sheila-Dikshit-led-govt-in-Delhi-says-no-facilities-in-illegal-colonies/articleshow/37933330.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,69,,,,,,,,false,false,false,it
Sun Jul 06 23:30:07 +0000 2014,485928712609619968,No car? You might be at risk on 6 Delhi roads http://t.co/EtN3u3ZQu6,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,16,5,,,http://t.co/EtN3u3ZQu6,http://timesofindia.indiatimes.com/city/delhi/No-car-You-might-be-at-risk-on-6-Delhi-roads/articleshow/37922516.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,68,,,,,,,,false,false,false,en
Sun Jul 06 23:20:05 +0000 2014,485926184568369152,Gujarat governor Kamla Beniwal moved to Mizoram http://t.co/MttVgMovgP,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,10,6,,,http://t.co/MttVgMovgP,http://timesofindia.indiatimes.com/india/Gujarat-governor-Kamla-Beniwal-moved-to-Mizoram/articleshow/37929887.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,70,,,,,,,,false,false,false,hr
Sun Jul 06 22:40:09 +0000 2014,485916137318662144,11 die as wall of Tiruvallur godown comes crashing down on their huts http://t.co/qBe7Sc14ok,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,12,7,,,http://t.co/qBe7Sc14ok,http://timesofindia.indiatimes.com/city/chennai/11-die-as-wall-of-Tiruvallur-godown-comes-crashing-down-on-their-huts/articleshow/37926633.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,92,,,,,,,,false,false,false,en
Sun Jul 06 22:05:05 +0000 2014,485907313669058560,Bad roads: Govt bodies to be held responsible http://t.co/1zcTdWwwmy,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,13,7,,,http://t.co/1zcTdWwwmy,http://timesofindia.indiatimes.com/india/Bad-roads-road-accidents-drunk-driving-Nitin/articleshow/37926677.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,68,,,,,,,,false,false,false,en
Sun Jul 06 21:55:05 +0000 2014,485904794041593858,Centre readies Rs 14k cr subsidy for green cars http://t.co/RBp7Gf8YGP,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,16,13,,,http://t.co/RBp7Gf8YGP,http://timesofindia.indiatimes.com/pre-budget/Govt-readies-Rs-14K-cr-subsidy-for-hybrid-electric-cars/articleshow/37926670.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,70,,,,,,,,false,false,false,en
Sun Jul 06 21:25:06 +0000 2014,485897248585158656,"UPA steps to curb price rise failed, will NDA's succeed? http://t.co/ZbwTHnTnyV","<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,10,4,,,http://t.co/ZbwTHnTnyV,http://timesofindia.indiatimes.com/budget/2014/pre-budget-2014/UPA-steps-to-curb-price-rise-failed-will-NDAs-succeed/articleshow/37925356.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,79,,,,,,,,false,false,false,en
Sun Jul 06 19:20:05 +0000 2014,485865789883293699,Children at greater risk of abuse reveals NCRB data http://t.co/Jb8yyghSej,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,15,7,,,http://t.co/Jb8yyghSej,http://timesofindia.indiatimes.com/india/Children-at-greater-risk-of-abuse-reveals-NCRB-data/articleshow/37920725.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,74,,,,,,,,false,false,false,en
Sun Jul 06 19:05:06 +0000 2014,485862016926494720,"New poverty line: 32 per day in villages, 47 in cities http://t.co/lGHVnIDIRX","<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,61,23,,,http://t.co/lGHVnIDIRX,http://timesofindia.indiatimes.com/india/Those-spending-Rs-32-in-villages-Rs-47-in-cities-not-poor-Panel/articleshow/37920441.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,77,,,,,,,,false,false,false,en
Sun Jul 06 17:27:09 +0000 2014,485837366808965121,#Wimbledon champion #Djokovic to #Federer: Thank you for letting me win today... http://t.co/TEKJhXXHKr,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,90,58,Federer,,http://t.co/TEKJhXXHKr,http://timesofindia.indiatimes.com/sports/tennis/wimbledon-2014/top-stories/Wimbledon-Novak-Djokovic-edges-past-Roger-Federer-to-win-seventh-Grand-Slam-title/articleshow/37911260.cms,103,,,,,,,,false,false,false,en
Sun Jul 06 17:07:32 +0000 2014,485832429072957442,"Novak Djokovic is #Wimbledon champion for the second time after beating Roger Federer 6-7, 6-4, 7-6, 5-7, 6-4.","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,105,55,Wimbledon,,,,,,,,,,,,false,false,,en
Sun Jul 06 17:01:13 +0000 2014,485830839100399617,#Wimbledon #Federer fights off three break points to hold for 4-4 in the decider. #FederervsDjokovic. This is one heck of a match.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,44,34,FederervsDjokovic,,,,,,,,,,,,false,false,,en
Sun Jul 06 16:55:05 +0000 2014,485829297169391618,Quizzing of ex-guvs may take CBI to NDA?s door http://t.co/CmQ4lLc2hw,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,10,4,,,http://t.co/CmQ4lLc2hw,http://timesofindia.indiatimes.com/india/Chopper-scam-Quizzing-of-ex-governors-may-take-CBI-to-NDAs-door/articleshow/37916078.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,69,,,,,,,,false,false,false,en
Sun Jul 06 16:50:08 +0000 2014,485828052790689792,"Jadeja or Ashwin, whom to pick? http://t.co/vA71H2GaqV","<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,7,8,,,http://t.co/vA71H2GaqV,http://www.gocricket.com/news/India-in-England-2014-Ravindra-Jadeja-or-Ravichandran-Ashwin-whom-to-pick/articleshow/37915932.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,54,,,,,,,,false,false,false,en
Sun Jul 06 16:20:10 +0000 2014,485820508844220418,Why home insurance schemes get lukewarm response in India http://t.co/60YcHURqgj,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,9,14,,,http://t.co/60YcHURqgj,http://timesofindia.indiatimes.com/business/india-business/Why-home-insurance-schemes-get-lukewarm-response-in-India/articleshow/37905712.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,80,,,,,,,,false,false,false,en
Sun Jul 06 16:05:11 +0000 2014,485816738290728960,Gujarat governor Kamla Beniwal transferred to Mizoram http://t.co/z13rafMMi7,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,15,8,,,http://t.co/z13rafMMi7,http://timesofindia.indiatimes.com/india/Gujarat-governor-Kamla-Beniwal-transferred-to-Mizoram/articleshow/37915438.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,76,,,,,,,,false,false,false,hr
Sun Jul 06 15:55:06 +0000 2014,485814202519412736,Afghan election candidates clash on eve of results http://t.co/ZUZ8ZfoszK,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,13,8,,,http://t.co/ZUZ8ZfoszK,http://timesofindia.indiatimes.com/world/south-asia/Afghan-election-candidates-clash-on-eve-of-results/articleshow/37915084.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,73,,,,,,,,false,false,false,en
Sun Jul 06 15:50:15 +0000 2014,485812983579176960,"Government facilitating return of 1,600 Indians from Iraq http://t.co/qVpbcN9R0U","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,31,26,,,http://t.co/qVpbcN9R0U,http://timesofindia.indiatimes.com/india/Government-facilitating-return-of-1600-Indians-from-Iraq/articleshow/37906650.cms,80,,,,,,,,false,false,false,en
Sun Jul 06 15:40:11 +0000 2014,485810447568756736,"Woman gang-raped, photographed in Muzaffarngar http://t.co/UmmNWfvtcC","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,33,10,,,http://t.co/UmmNWfvtcC,http://timesofindia.indiatimes.com/india/Woman-gang-raped-photographed-in-Muzaffarngar/articleshow/37909386.cms,69,,,,,,,,false,false,false,ht
Sun Jul 06 15:30:05 +0000 2014,485807907515027457,6 daily habits we need to quickly change http://t.co/HYmVZ8x7CO http://t.co/ZlgFt1Gbh8,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,50,47,,,http://t.co/HYmVZ8x7CO,http://timesofindia.indiatimes.com/life-style/health-fitness/fitness/6-daily-habits-we-need-to-quickly-change/articleshow/20941461.cms,63,86,http://pbs.twimg.com/media/Br3O4p4CMAEz16W.jpg,http://t.co/ZlgFt1Gbh8,photo,,,,false,false,false,en
Sun Jul 06 15:20:13 +0000 2014,485805425502072832,"Work-life balance - I've learnt to persevere: Vibha Padalkar, CFO and executive director, HDFC Life http://t.co/19n48VzCDQ","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,9,11,,,http://t.co/19n48VzCDQ,http://timesofindia.indiatimes.com/life-style/relationships/work/Work-life-balance--Ive-learnt-to-persevere/articleshow/37895951.cms,122,,,,,,,,false,false,false,en
Sun Jul 06 15:15:10 +0000 2014,485804153965268992,3 out of 10 in India are poor: Rangarajan panel http://t.co/OwqzjPaG8X,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,48,25,,,http://t.co/OwqzjPaG8X,http://timesofindia.indiatimes.com/india/3-out-of-10-in-India-are-poor-Rangarajan-panel/articleshow/37913421.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,70,,,,,,,,false,false,false,in
Sun Jul 06 15:10:10 +0000 2014,485802896542289921,Diary of a firangi bahu http://t.co/yS7qWswpmH http://t.co/2wa87TCHOq,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,20,28,,,http://t.co/yS7qWswpmH,http://timesofindia.indiatimes.com/life-style/relationships/man-woman/Diary-of-a-firangi-bahu/articleshow/37895437.cms,46,69,http://pbs.twimg.com/media/Br3Mfx_CYAANxo5.jpg,http://t.co/2wa87TCHOq,photo,,,,false,false,false,in
Sun Jul 06 15:10:05 +0000 2014,485802874593492995,BJP leader promises Haryana men brides from Bihar http://t.co/1zhKoVQwbk,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,16,10,,,http://t.co/1zhKoVQwbk,http://timesofindia.indiatimes.com/india/BJP-leader-promises-Haryana-men-brides-from-Bihar/articleshow/37912933.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,72,,,,,,,,false,false,false,en
Sun Jul 06 15:05:05 +0000 2014,485801616583299075,Lewin Hamilton wins British Grand Prix http://t.co/SXpxqcCDuh,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,17,17,,,http://t.co/SXpxqcCDuh,http://timesofindia.indiatimes.com/sports/racing/top-stories/Lewin-Hamilton-wins-British-Grand-Prix/articleshow/37913286.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,61,,,,,,,,false,false,false,cy
Sun Jul 06 15:00:17 +0000 2014,485800408829284353,10 mobile puzzle games you probably have never heard of - http://t.co/FNQUzJjc4F,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,3,10,,,http://t.co/FNQUzJjc4F,http://timesofindia.indiatimes.com/tech/gaming/10-mobile-puzzle-games-you-probably-have-never-heard-of/articleshow/37903017.cms,80,,,,,,,,false,false,false,en
Sun Jul 06 14:50:09 +0000 2014,485797856230387713,"3 apps to discover, create and share playlists http://t.co/qcw6FLATL6 #Music","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,9,6,Music,,http://t.co/qcw6FLATL6,http://timesofindia.indiatimes.com/tech/apps/3-apps-to-discover-create-and-share-playlists/articleshow/37878965.cms,69,,,,,,,,false,false,false,en
Sun Jul 06 14:40:05 +0000 2014,485795322723958784,"Cybercrimes alone cost India Rs 24,630 crore in 2013: Report  http://t.co/g46GGJtgec","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,33,11,,,http://t.co/g46GGJtgec,http://timesofindia.indiatimes.com/tech/tech-news/Cybercrimes-alone-cost-India-Rs-24630-crore-in-2013-Report/articleshow/37895019.cms,84,,,,,,,,false,false,false,fr
Sun Jul 06 14:30:03 +0000 2014,485792800915476480,"Social media, strictly for adults: Pornography has gone social http://t.co/BusVviZbOp","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,12,8,,,http://t.co/BusVviZbOp,http://timesofindia.indiatimes.com/tech/social/Social-media-strictly-for-adults/articleshow/37878316.cms,85,,,,,,,,false,false,false,en
Sun Jul 06 14:25:06 +0000 2014,485791551642034176,Roger Federer wins first set against Novak Djokovic in Wimbledon final http://t.co/bkvyIDUG7V,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,17,10,,,http://t.co/bkvyIDUG7V,http://timesofindia.indiatimes.com/sports/tennis/wimbledon-2014/top-stories/Roger-Federer-wins-first-set-against-Novak-Djokovic-in-Wimbledon-final/articleshow/37911260.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,93,,,,,,,,false,false,false,en
Sun Jul 06 14:20:09 +0000 2014,485790308576145408,Cyber offences jump by 122% in 2013 http://t.co/0fm6rAbU13,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,23,7,,,http://t.co/0fm6rAbU13,http://timesofindia.indiatimes.com/india/Cyber-offences-jump-by-122-in-2013/articleshow/37875575.cms,58,,,,,,,,false,false,false,en
Sun Jul 06 14:10:06 +0000 2014,485787777699545088,Power struggles in Middle East exploit Islam?s ancient sectarian rift http://t.co/JI606JRoP2,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,11,6,,,http://t.co/JI606JRoP2,http://timesofindia.indiatimes.com/world/middle-east/Power-struggles-in-Middle-East-exploit-Islams-ancient-sectarian-rift/articleshow/37910655.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,92,,,,,,,,false,false,false,en
Sun Jul 06 14:10:02 +0000 2014,485787761090113537,"Houses of Paul McCartney, Tony Blair and Fred Goodwin all disappear from Google Street View http://t.co/mCHo4eLK6k","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,8,6,,,http://t.co/mCHo4eLK6k,http://timesofindia.indiatimes.com/tech/tech-news/Houses-of-Paul-McCartney-Tony-Blair-and-Fred-Goodwin-all-disappear-from-Google-Street-View/articleshow/37879521.cms,114,,,,,,,,false,false,false,en
Sun Jul 06 14:09:52 +0000 2014,485787719608442881,Mizoram Governor Vakkom Purushothaman shifted as Nagaland Governor for the remainder of his term. He will continue to hold additional charge,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,10,4,,,,,,,,,,,,,false,false,,en
Sun Jul 06 14:07:27 +0000 2014,485787110817816576,Rajasthan Governor Margaret Alva to discharge the functions of Gujarat Governor in addition to her own duties. (PTI),"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,13,8,,,,,,,,,,,,,false,false,,en
